type,bridge,MV,path
VanGogh,0.17815657,0.81270206,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(281)_0000.png
VanGogh,0.4400774,0.7872196,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(282)_0000.png
VanGogh,0.21337809,0.9026775,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(283)_0000.png
VanGogh,0.6254319,0.6703872,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(284)_0000.png
VanGogh,0.94656736,0.44058278,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(285)_0000.png
VanGogh,0.16325663,0.964184,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(286)_0000.png
VanGogh,0.53821796,0.6057927,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(287)_0000.png
VanGogh,0.2755026,0.7241742,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(288)_0000.png
VanGogh,0.6912541,0.5904959,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(289)_0000.png
VanGogh,0.76385677,0.6299608,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(290)_0000.png
VanGogh,0.8031967,0.60957247,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(291)_0000.png
VanGogh,0.18386269,0.8884375,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(292)_0000.png
VanGogh,0.50398135,0.6841707,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(293)_0000.png
VanGogh,0.16552338,0.91254747,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(294)_0000.png
VanGogh,0.5707906,0.6623815,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(295)_0000.png
VanGogh,0.27095997,0.8335328,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(296)_0000.png
VanGogh,0.16069448,0.54368824,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(297)_0000.png
VanGogh,0.32280555,0.673951,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(298)_0000.png
VanGogh,0.56645,0.58001053,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(299)_0000.png
VanGogh,0.62665105,0.76420486,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(300)_0000.png
VanGogh,0.040616985,0.95091224,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(301)_0000.png
VanGogh,0.347303,0.84839946,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(302)_0000.png
VanGogh,0.46435887,0.744842,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(303)_0000.png
VanGogh,0.63776237,0.66809136,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(304)_0000.png
VanGogh,0.6969824,0.5962153,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(305)_0000.png
VanGogh,0.6218579,0.7159307,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(306)_0000.png
VanGogh,0.25200877,0.82030493,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(307)_0000.png
VanGogh,0.84327435,0.54071,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(308)_0000.png
VanGogh,0.6011255,0.6106918,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(309)_0000.png
VanGogh,0.24039565,0.6817244,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(310)_0000.png
VanGogh,0.5925567,0.56646645,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(311)_0000.png
VanGogh,0.23385732,0.85641426,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(312)_0000.png
VanGogh,0.6272872,0.6797013,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(313)_0000.png
VanGogh,0.6850922,0.64101785,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(314)_0000.png
VanGogh,0.49533677,0.8127574,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(315)_0000.png
VanGogh,0.05571376,0.90804327,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(316)_0000.png
VanGogh,0.24791218,0.6504999,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(317)_0000.png
VanGogh,0.20574205,0.87796336,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(318)_0000.png
VanGogh,0.44564697,0.7681658,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(319)_0000.png
VanGogh,0.21047342,0.88554794,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(320)_0000.png
VanGogh,0.45301437,0.779668,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(321)_0000.png
VanGogh,0.59867626,0.7310475,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(322)_0000.png
VanGogh,0.6958634,0.71836275,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(323)_0000.png
VanGogh,0.29791158,0.8119094,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(324)_0000.png
VanGogh,0.03177122,1.0,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(325)_0000.png
VanGogh,0.7927597,0.625078,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(326)_0000.png
VanGogh,0.5847946,0.77601355,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(327)_0000.png
VanGogh,0.20032848,0.8138962,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(328)_0000.png
VanGogh,0.7363989,0.6877264,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(329)_0000.png
VanGogh,0.13731837,0.8769519,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(330)_0000.png
VanGogh,0.10434938,0.6620517,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(331)_0000.png
VanGogh,0.16924588,0.729733,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(332)_0000.png
VanGogh,0.6477543,0.52280533,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(333)_0000.png
VanGogh,0.23087578,0.4743184,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(334)_0000.png
VanGogh,0.3628576,0.654787,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(335)_0000.png
VanGogh,0.53563935,0.7985313,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(336)_0000.png
VanGogh,0.19539969,0.6999056,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(337)_0000.png
VanGogh,0.5111525,0.5365434,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(338)_0000.png
VanGogh,0.7610667,0.6355543,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(339)_0000.png
VanGogh,0.4663519,0.77371573,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(340)_0000.png
VanGogh,0.36098063,0.81684875,./static/AWaterLilyPondVanGogh/20221215AWaterLilyPondVanGogh(341)_0000.png
