weep_two_tree,weep_two_tree__base,crepen_two_tree,crepen_two_tree__base,Banya_two_tree,Banya_two_tree__base,weep_jap,weep_jap__base,crepen_alone,crepen_alone__base,Banya_lily,Banya_lily__base,dogwood_weep,dogwood_weep__base,dogwood+lily,dogwood+lily__base,Banya_jap,Banya_jap__base,weep_alone,weep_alone__base,dogwood_alone,dogwood_alone__base,dogwood_two_tree,dogwood_two_tree__base,jap_two_tree,jap_two_tree__base,jap_lily,jap_lily__base,Banya_tulip,Banya_tulip__base,Tulip,Tulip__base,weep_tulip,weep_tulip__base,dogwood_jap,dogwood_jap__base,jap_tulip,jap_tulip__base,Banya_alone,Banya_alone__base,lily,lily__base,dogwood_tulip,dogwood_tulip__base,jap_alone,jap_alone__base
0.9594936370849609,0.9095299243927002,0.9210085868835449,0.9223259687423706,0.9284120202064514,0.9246107339859009,0.8851015567779541,0.8983396291732788,0.9250742197036743,0.9538726806640625,0.8006240129470825,0.9084440469741821,0.9479267597198486,0.9266963005065918,0.8668853044509888,0.9413972496986389,0.8747721910476685,0.933711051940918,0.8555224537849426,0.8745014667510986,0.8972769975662231,0.9648028016090393,0.9583078026771545,0.9553894996643066,0.8257889747619629,0.7078620791435242,0.8634479641914368,0.9683334231376648,0.8345755338668823,0.940174400806427,0.9055522680282593,0.9305375814437866,0.9107913970947266,0.9523984789848328,0.9330723285675049,0.9605170488357544,0.9163027405738831,0.9459314346313477,0.8855136632919312,0.911709189414978,0.9300234913825989,0.9183382391929626,0.8713175654411316,0.9677121043205261,0.8958190679550171,0.9527087211608887
0.9392426609992981,0.933049201965332,0.9463930130004883,0.9138109087944031,0.8953362107276917,0.8543504476547241,0.8611315488815308,0.9134390950202942,0.9150466322898865,0.852616012096405,0.9067609906196594,0.9045416712760925,0.9217734336853027,0.916696310043335,0.89361971616745,0.9412280321121216,0.8705973625183105,0.9496546387672424,0.9129355549812317,0.9365952610969543,0.9072107672691345,0.8915645480155945,0.8775861859321594,0.8989273309707642,0.9621374011039734,0.6930785179138184,0.9318601489067078,0.9476234316825867,0.8960255980491638,0.8795489072799683,0.8603017926216125,0.8641407489776611,0.9143739938735962,0.9248475432395935,0.8095188140869141,0.8512567281723022,0.9230380058288574,0.897861897945404,0.8630309104919434,0.9134693145751953,0.8834291100502014,0.9233282804489136,0.9137074947357178,0.9617460370063782,0.8678922057151794,0.8854424953460693
0.9499351382255554,0.9488054513931274,0.9522322416305542,0.9368508458137512,0.9030309915542603,0.8274638652801514,0.944279670715332,0.8962810039520264,0.9316073656082153,0.9112053513526917,0.9351840019226074,0.9552200436592102,0.9435360431671143,0.9547780752182007,0.8736988306045532,0.948536217212677,0.919703483581543,0.8905234932899475,0.9507273435592651,0.9425227642059326,0.9178856611251831,0.9150363802909851,0.9330283999443054,0.9504692554473877,0.9444639682769775,0.8105036616325378,0.8566933274269104,0.9246272444725037,0.7940683960914612,0.9180271029472351,0.9436591267585754,0.9088196754455566,0.9324387907981873,0.9382505416870117,0.8317170739173889,0.892616868019104,0.9445145130157471,0.9163441061973572,0.9357672333717346,0.9327551126480103,0.9050465226173401,0.9506335258483887,0.8881992697715759,0.9698349833488464,0.9528000950813293,0.9176629781723022
0.9730793237686157,0.9210524559020996,0.9226840734481812,0.8680216670036316,0.9167740941047668,0.8528133034706116,0.866468071937561,0.8377904295921326,0.9311752319335938,0.8911457657814026,0.8120717406272888,0.9011037945747375,0.9634500741958618,0.9432523846626282,0.787418782711029,0.868054211139679,0.8022719621658325,0.8409716486930847,0.9435945749282837,0.9485333561897278,0.9514013528823853,0.9626144170761108,0.9592522978782654,0.9624258875846863,0.9218489527702332,0.8164049386978149,0.8590227365493774,0.9388827085494995,0.7589848041534424,0.8743817210197449,0.8866819143295288,0.9575778841972351,0.8695657849311829,0.9194678068161011,0.8011322617530823,0.9158299565315247,0.887044370174408,0.9479687809944153,0.8610802888870239,0.9088101387023926,0.8850727081298828,0.9088993668556213,0.87067711353302,0.9646352529525757,0.917978823184967,0.8625497817993164
0.8315688967704773,0.8468977808952332,0.8339565396308899,0.9521423578262329,0.8454031944274902,0.8294633030891418,0.8960888981819153,0.8697384595870972,0.8052387237548828,0.9455766677856445,0.9077686071395874,0.8401468396186829,0.8422427177429199,0.930565595626831,0.8199942111968994,0.9258695244789124,0.7715249061584473,0.8686243295669556,0.7983059883117676,0.8998218178749084,0.8575822114944458,0.9337247014045715,0.8632652163505554,0.942578136920929,0.8564152121543884,0.8175669312477112,0.8428260087966919,0.956423819065094,0.8835461139678955,0.8797320127487183,0.8226852416992188,0.9575026035308838,0.864800751209259,0.9465148448944092,0.8528494834899902,0.8996314406394958,0.8622034788131714,0.889559268951416,0.7947945594787598,0.8718711137771606,0.9237198233604431,0.9126860499382019,0.8634640574455261,0.972576379776001,0.8256823420524597,0.8781624436378479
0.8501060605049133,0.9063937664031982,0.826428234577179,0.9060856103897095,0.8133239150047302,0.8226158618927002,0.916973352432251,0.9444324970245361,0.8467006683349609,0.9134793877601624,0.8462279438972473,0.872368574142456,0.8500690460205078,0.9389848113059998,0.8462390303611755,0.9187429547309875,0.832508385181427,0.8751679062843323,0.8311063051223755,0.9227238893508911,0.8516147136688232,0.9552125930786133,0.836938202381134,0.9504174590110779,0.857167661190033,0.8594238758087158,0.8132476210594177,0.9377835988998413,0.8172845244407654,0.8352722525596619,0.8350436687469482,0.9663345813751221,0.8570114374160767,0.9537780284881592,0.8734114170074463,0.7845909595489502,0.8413873910903931,0.8478917479515076,0.7812404632568359,0.831792414188385,0.8303617238998413,0.9601005911827087,0.8744465708732605,0.9593783020973206,0.8579285740852356,0.8306912183761597
0.9481620788574219,0.9426684975624084,0.842638373374939,0.9396831393241882,0.8906236886978149,0.906440258026123,0.9487085938453674,0.9414452314376831,0.9072141647338867,0.9344432353973389,0.7927802205085754,0.8860147595405579,0.9525694251060486,0.9325658082962036,0.8333749175071716,0.9428115487098694,0.9615098834037781,0.9142187237739563,0.9284356832504272,0.9484721422195435,0.8638145327568054,0.9219101071357727,0.8685795664787292,0.9334300756454468,0.9565920829772949,0.7038578987121582,0.8337317705154419,0.8948816061019897,0.9114039540290833,0.895193338394165,0.9589394927024841,0.9451342225074768,0.962828516960144,0.9434922933578491,0.886979877948761,0.8111826181411743,0.9190905094146729,0.8748447299003601,0.8972399234771729,0.932580828666687,0.8758358955383301,0.9324082732200623,0.9256941080093384,0.9495193362236023,0.9320286512374878,0.803033173084259
0.9295560717582703,0.9582521915435791,0.9210488200187683,0.9253416657447815,0.8665123581886292,0.8381761908531189,0.8425396680831909,0.9416694641113281,0.8891484141349792,0.942870557308197,0.8424922823905945,0.7944320440292358,0.9084939956665039,0.9238883852958679,0.8363925218582153,0.923030436038971,0.7909190058708191,0.8925529718399048,0.9690943360328674,0.9572238922119141,0.9503288269042969,0.9304376840591431,0.8892606496810913,0.9482842683792114,0.904396653175354,0.8230567574501038,0.8199074268341064,0.9483624696731567,0.8229692578315735,0.9011490345001221,0.8446063995361328,0.9427118301391602,0.8452861905097961,0.9552062153816223,0.7494214773178101,0.9456881284713745,0.8115432262420654,0.9043630957603455,0.9242503643035889,0.838038980960846,0.8471079468727112,0.9536108374595642,0.83909010887146,0.9433847069740295,0.9448602795600891,0.8982263803482056
0.9140141606330872,0.9700384140014648,0.9358807802200317,0.9190571308135986,0.9200887084007263,0.8860479593276978,0.852260172367096,0.9362524747848511,0.9108663201332092,0.945164144039154,0.7885952591896057,0.8340019583702087,0.9242227673530579,0.9484806656837463,0.6904106736183167,0.9364848136901855,0.7319746017456055,0.9497953057289124,0.9357749223709106,0.9750053882598877,0.874411404132843,0.9741783738136292,0.8808768391609192,0.9787423610687256,0.9224840998649597,0.8859511017799377,0.7683483958244324,0.907977819442749,0.811118483543396,0.9317783117294312,0.881467878818512,0.9666993618011475,0.8282293081283569,0.9666507244110107,0.7089698314666748,0.963020384311676,0.8003728985786438,0.933284342288971,0.8839383721351624,0.9068202972412109,0.8023023009300232,0.9641438722610474,0.8340127468109131,0.9346015453338623,0.9193059802055359,0.8651930689811707
0.9491602182388306,0.9345420598983765,0.9243236780166626,0.9313421249389648,0.91480952501297,0.9221643805503845,0.7630296349525452,0.9278327226638794,0.9082768559455872,0.9409855008125305,0.8472558259963989,0.9114012718200684,0.9325292110443115,0.9550439715385437,0.8623578548431396,0.9543468356132507,0.8037458062171936,0.9467261433601379,0.9307942390441895,0.9260702729225159,0.8911919593811035,0.974744975566864,0.9517036080360413,0.9673261046409607,0.95685213804245,0.879982054233551,0.8986053466796875,0.9063147902488708,0.7676815986633301,0.9183414578437805,0.9527818560600281,0.9757785201072693,0.9073161482810974,0.9526441693305969,0.840542197227478,0.9447076320648193,0.8964816331863403,0.9406259059906006,0.9488223195075989,0.9163755178451538,0.8890562653541565,0.9515781998634338,0.9502274990081787,0.9565451741218567,0.7748298645019531,0.8876544237136841
